plotlocation,x,y,longitude,latitude
LIR Y.5 4,189307.2459,1996658.317,-77.93442298,18.03622573
LIR Y 3,189325.7243,1996704.508,-77.93425555,18.03664533
LIR Y 3.5,189329.6232,1996685.044,-77.93421584,18.03647019
LIR Y 4,189327.8735,1996659.309,-77.9342285,18.03623764
LIR Z.5 3,189245.7632,1996699.862,-77.93500934,18.03659193
LIR Z 3,189278.5174,1996701.337,-77.9347005,18.03660994
LIR Z 3.5,189277.6418,1996674.254,-77.93470471,18.03636535
LIR Z 4,189282.6652,1996656.03,-77.93465458,18.03620156
LIR Z 4.5,189290.8849,1996638.081,-77.93457433,18.03604072
LIX A.5 6,189222.846,1997061.086,-77.9352797,18.0398493
LIX A 6,189228.4754,1997070.006,-77.93522791,18.03993063
LIX B.5 6,189215.8085,1997014.753,-77.93533916,18.03943006
LIX B.5 7,189165.394,1997012.212,-77.93581448,18.0393999
LIX B.5 8,189112.0002,1997009.669,-77.93631791,18.03936928
LIX B 6,189213.5846,1997041.308,-77.93536412,18.03966944
LIX B 6.5,189188.3725,1997036.863,-77.93560135,18.03962571
LIX B 7,189161.1991,1997036.269,-77.93585767,18.03961645
LIX B 7.5,189137.5913,1997033.135,-77.93607996,18.03958477
LIX B 8,189113.0025,1997032.279,-77.93631185,18.03957353
LIX C.5 6,189217.8756,1996963.346,-77.93531195,18.03896632
LIX C.5 7,189169.753,1996958.138,-77.93576525,18.03891241
LIX C.5 8,189111.6779,1996965.044,-77.93631427,18.03896642
LIX C 6,189217.2758,1996989.981,-77.9353216,18.03920666
LIX C 6.25,189206.5139,1996990.162,-77.93542318,18.03920675
LIX C 6.5,189191.7428,1996990.521,-77.93556261,18.03920788
LIX C 7,189167.3322,1996987.317,-77.93579246,18.03917546
LIX C 7.5,189142.3966,1996985.011,-77.9360274,18.03915107
LIX C 8,189116.8129,1996985.062,-77.93626881,18.03914785
LIX D.5 7,189171.9842,1996910.555,-77.93573706,18.03848321
LIX D 6,189218.9697,1996943.97,-77.93529872,18.03879158
LIX D 6.25,189206.6059,1996941.94,-77.93541508,18.03877148
LIX D 6.5,189195.2319,1996939.793,-77.93552208,18.03875047
LIX D 7,189171.47,1996938.524,-77.93574611,18.03873561
LIX D 7.5,189140.7698,1996935.831,-77.93603538,18.0387069
LIX D 8,189117.3976,1996931.736,-77.9362553,18.03866658
LIX D 8.5,189100.1898,1996936.571,-77.9364184,18.03870776
NC17 C 0.5,NA,NA,-77.93865842,18.03881339
NC17 Z 1,NA,NA,-77.93869099,18.03880567
NC17 G 1,NA,NA,-77.93828811,18.03861574
NC17 C 2,NA,NA,-77.93813365,18.03839377
NC17 B.5 2,NA,NA,-77.93830153,18.03827807
NC17 B.5 2.5,NA,NA,-77.93821927,18.03806413
LII H 11.5,NA,NA,-77.93935898,18.04163223
LI A.5 4,NA,NA,-77.93530352,18.03607885
LI A.5 5,NA,NA,-77.9351094,18.03558327
LI A.5 6,NA,NA,-77.93480794,18.03522964
LI B.5 6,NA,NA,-77.93518789,18.03501205
LI B.5 5,NA,NA,-77.93549291,18.03535246
LI C.5 5,NA,NA,-77.93588664,18.03518082
LII K.5 5,NA,NA,-77.94255515,18.04302626
DP 3,NA,NA,-77.94270653,18.04328155
DP 2,NA,NA,-77.94267468,18.04355203
DP 1,NA,NA,-77.94245813,18.0438832
DP 4,NA,NA,-77.94268136,18.0438825
LII J.5 5,NA,NA,-77.9425002,18.04251761
MII F.5 8,NA,NA,-77.94094705,18.04087588
MII F.5 8.5,NA,NA,-77.94068282,18.04083683
MII F 9.5,NA,NA,-77.94031218,18.0407051
MII E.5 9.5,NA,NA,-77.94028654,18.04053804
MII E.5 10,NA,NA,-77.94013174,18.04052578
MII D.5 9.5,NA,NA,-77.94019829,18.04005215
MII C.5 10,NA,NA,-77.93997424,18.03953293
MII C.5 9.5,NA,NA,-77.94020088,18.03955047
MII D.5 8.5,NA,NA,-77.94072933,18.03997448
MII E.5 7.5,NA,NA,-77.94114898,18.0403028
MII E.5 8,NA,NA,-77.9409612,18.04039877
MII E.5 8.5,NA,NA,-77.94064803,18.04046559
MII E.5 9,NA,NA,-77.94048286,18.04047624
MII E.5 10,NA,NA,-77.94012462,18.04053236
CTI A.5 7,NA,NA,-77.94312067,18.04737702
CTI C.2 9,NA,NA,-77.94217782,18.04665564
LIIR A 13,NA,NA,-77.94316113,18.0446353
LIIR A 11,NA,NA,-77.94281138,18.04503381
LIIR A 12,NA,NA,-77.94279014,18.04525375
LIIR A 14,NA,NA,-77.94262282,18.04439443
LCL 1,NA,NA,-77.94197652,18.04401968
LCL 2,NA,NA,-77.94182929,18.04378722
LCL 3,NA,NA,-77.94171987,18.04359125
IRI M.5 12.5,NA,NA,-77.93904907,18.04393283
HCH 1,NA,NA,-77.93915792,18.04247458
HCH 2,NA,NA,-77.93893011,18.04255108
HCH 3,NA,NA,-77.93883223,18.04286913
BVD 1,NA,NA,-77.93852514,18.04106763
BVD 2,NA,NA,-77.93853534,18.04081008
NFT 1,NA,NA,-77.93951249,18.03974364
NFT 2,NA,NA,-77.93960862,18.03990626
NFT 3,NA,NA,-77.93938372,18.03998789
CTI Z 9,NA,NA,-77.94240291,18.04795631
CTI Z.5 9,NA,NA,-77.94251667,18.04810452
CTI Z.5 10,NA,NA,-77.94212161,18.04797647
CTI Z 10,NA,NA,-77.94189306,18.04812756
CTI A 7.75,NA,NA,-77.94290777,18.04775004
CTI A 7.5,NA,NA,-77.94308314,18.04779777
CTI Z 7,NA,NA,-77.94331135,18.04773313
CTI Z 7.5,NA,NA,-77.94327336,18.04788866
CTI Z 6,NA,NA,-77.94338329,18.04758326
CTI A.5 7,NA,NA,-77.94313894,18.04738447
LIIR A 6,NA,NA,-77.9425292,18.04469817
LIIR A 7,NA,NA,-77.9428058,18.04480546
LIIR A 8,NA,NA,-77.94297379,18.04470644
LIIR A 9,NA,NA,-77.94252326,18.04415731
LIIR A 10,NA,NA,-77.94238617,18.04395724
URT 1,NA,NA,-77.93677816,18.03964496
URT 2,NA,NA,-77.93687633,18.03944656
URT 3,NA,NA,-77.93681557,18.03985019
URT 5,NA,NA,-77.93682879,18.04006916
URT 6,NA,NA,-77.93678997,18.04027729
URT 7,NA,NA,-77.93700167,18.03989706
URT 8,NA,NA,-77.93682293,18.04041398
LIA H 1,NA,NA,-77.9313182,18.04054227
LIA H 2,NA,NA,-77.93150438,18.04076401
LIA H 3,NA,NA,-77.93169474,18.04076437
LIA E 8,NA,NA,-77.93259197,18.04006868
LIA E 9,NA,NA,-77.93282453,18.04024759
LIA G 4,NA,NA,-77.93176043,18.04052002
LIA F 4.5,NA,NA,-77.93190471,18.04057807
LII Rain Gauge,NA,NA,-77.94019962,18.04271748
LIA EXIT,189539.4765,1997102.14,-77.93229815,18.04026524
LIA E 4,189518.2454,1997097.905,-77.93249785,18.04022398
LIA E 9,189483.2564,1997099.188,-77.9328282,18.04023054
LIA E 3,189479.1056,1997149.227,-77.93287486,18.04068164
LIA E.5 3,189507.1486,1997154.622,-77.93261105,18.04073436
LIA F 2,189504.6854,1997190.195,-77.93263962,18.04105511
LIA G 2,189556.5045,1997222.94,-77.93215556,18.04135811
LIA H 2.5,189570.9728,1997248.401,-77.93202285,18.04159001
LIA RB 1,189545.055,1997267.42,-77.93227026,18.04175797
LIA RB 2,189531.854,1997288.526,-77.93239798,18.0419466
LIA E.5 3.5,189510.8528,1997137.004,-77.93257346,18.04057585
LIA E.5 4,189524.3799,1997120.939,-77.93244342,18.04043278
LIA F 4,189554.0924,1997118.172,-77.93216264,18.04041206
LIA F 4.5,189583.3835,1997135.356,-77.93188882,18.04057136
LIA G 4,189595.6911,1997129.871,-77.93177187,18.04052361
LIA H 1.5,189640.5004,1997162.079,-77.93135387,18.04082076
LIA H 2,189624.2857,1997154.692,-77.93150577,18.04075176
LIA H 3,189603.6158,1997154.217,-77.93170073,18.04074451
LIA H 1,189644.5735,1997130.036,-77.93131064,18.0405321
LIA G 4.5,189637.5394,1997114.921,-77.93137475,18.04039465
LIA G .55,189661.8192,1997095.241,-77.93114271,18.04022048
LIA H 5,189679.3834,1997088.443,-77.93097595,18.04016164
LIA H.5 5,189698.6102,1997090.527,-77.93079484,18.0401832
LIA G.5 6,189667.883,1997034.003,-77.93107633,18.03966858
LIA H 6,189687.5328,1997041.964,-77.9308921,18.03974325
LIA G 7.5,189648.6371,1996949.641,-77.93124531,18.03890431
LIA G 8,189649.8889,1996924.15,-77.93122968,18.03867439
LIA G 9,189655.6261,1996889.281,-77.93117033,18.03836046
LIA G.5 7,189669.5333,1996983.419,-77.93105319,18.03921221
LIA H 7,189687.4458,1996978.371,-77.93088341,18.0391692
LIA H 6.5,189723.1948,1996981.565,-77.93054657,18.03920315
LIA I 7,189733.2295,1996965.517,-77.93044948,18.03905972
LIA I 8,189721.2645,1996934.491,-77.93055774,18.03877795
LIA F 6.5,189596.0945,1996998.934,-77.93174847,18.03934174
LIX D 6.25,189206.8332,1996941.212,-77.93541283,18.03876495
LIX C.5 5.5,189233.9799,1996981.001,-77.93516264,18.03912799
LIX B 5.5,189234.9669,1997047.125,-77.93516323,18.03972502
LIX A.5 6,189223.5904,1997061.419,-77.93527272,18.03985241
LIX A 6,189230.9754,1997070.99,-77.93520447,18.03993987
LIX A 5.5,189239.0857,1997083.502,-77.93512982,18.04005397
LIX A 5,189252.4221,1997085.961,-77.93500435,18.04007808
LIX A.5 6.5,189181.3935,1997053.496,-77.9356697,18.03977485
LIX B.5 8.5,189090.9507,1997010.191,-77.93651661,18.03937098
LIX C 9,189093.8799,1996979.434,-77.93648436,18.03909377
LIX E 7,189173.7225,1996907.138,-77.93572015,18.03845262
LIX F 7,189178.4008,1996869.926,-77.93567043,18.0381174
LIX RR 3,189161.1218,1996834.341,-77.93582814,18.0377937
LIX RR 2,189179.7501,1996838.099,-77.93565293,18.0378303
LIX RR 1,189190.4204,1996818.551,-77.93554932,18.03765537
LI Rain Guage,189214.799,1996736.205,-77.93530695,18.03691556
LIR Z.5 4,189251.4981,1996658.411,-77.93494902,18.03621859
LIR Z 5.5,189270.4432,1996615.795,-77.93476388,18.03583663
LIR Z.5 3,189243.1869,1996701.452,-77.93503389,18.03660592
LIR Z.3 3,189256.9592,1996703.891,-77.9349043,18.03662991
LIR Z 4.5,189289.6606,1996637.139,-77.93458574,18.03603204
LIR Z.5 4.5,189280.3778,1996635.074,-77.93467302,18.03601207
LIR Z 5,189294.8689,1996625.564,-77.93453486,18.0359283
LIR X 2.5,189373.4405,1996724.899,-77.93380836,18.03683622
LIR X.5 2.5,189339.6548,1996725.888,-77.9341273,18.03684031
LIR X.5 2.3,189325.8008,1996743.855,-77.93426072,18.03700051
LIR X.5 2,189314.3004,1996760.746,-77.93437176,18.03715134
LIR X 2,189324.0148,1996770.924,-77.93428162,18.0372446
LIR RT 2,189249.4265,1996762.002,-77.93498408,18.03715337
LIR RT 1,189225.4281,1996754.297,-77.93520937,18.03708038
IRI N 10,188725.0986,1997546.534,-77.94004922,18.04415986
IRI N 9.5,188705.0828,1997560.521,-77.94024019,18.04428325
IRI N.5 9.5,188691.9288,1997574.527,-77.94036642,18.04440778
IRI O 9.5,188683.9292,1997587.071,-77.94044379,18.04451987
IRI P 9.5,188676.79,1997608.161,-77.94051432,18.04470921
IRI L 2,188725.4983,1997604.537,-77.94005416,18.04468349
IRI L 1,188752.3895,1997616.52,-77.93980221,18.04479552
IRI N.5 12,188816.7909,1997576.376,-77.93918849,18.0444424
IRI N 11.8,188807.6194,1997561.006,-77.93927273,18.04430235
IRI SG,188800.2555,1997565.895,-77.93934295,18.04434542
IRI N.2 11.5,188789.8002,1997571.28,-77.93944241,18.04439253
IRI N.2 10,188719.9226,1997560.71,-77.94010019,18.04428709
IRI M.7 12,188799.713,1997539.529,-77.93934411,18.04410734
IRI N 12.5,188834.8654,1997558.705,-77.93901528,18.04428549
IRI M.2 12.2,188811.3228,1997491.348,-77.93922733,18.0436741
IRI M.3 12,188807.1514,1997506.098,-77.9392689,18.04380664
IRI M.5 12.5,188829.2207,1997518.18,-77.93906247,18.04391887
IRI M 12.5,188829.4711,1997477.751,-77.93905404,18.04355397
IRI L 12.5,188802.2341,1997433.255,-77.93930437,18.04314841
LII K.8 11.8,188788.3131,1997439.523,-77.93943667,18.04320299
LII K.5 11.8,188783.9326,1997423.428,-77.93947559,18.04305708
IRI L.7 11,188753.7013,1997492.618,-77.93977124,18.04367729
CTI ENT,188495.0452,1997737.447,-77.9422487,18.04585012
CTI D.5 9,188499.6663,1997764.016,-77.94220909,18.04609061
CTI D 9.5,188525.9126,1997791.171,-77.9419655,18.04633949
CTI D 10,188546.9167,1997785.351,-77.94176643,18.04628998
CTI C.5 9.5,188525.3252,1997810.13,-77.94197389,18.04651055
CTI C.5 10,188533.9198,1997808.447,-77.94189254,18.04649659
CTI C 10,188546.1057,1997843.901,-77.94178288,18.04681837
CTI C 9.3,188515.0772,1997839.721,-77.94207504,18.04677618
CTI C.2 9,188504.834,1997823.368,-77.94216924,18.0466271
CTI B.5 9.5,188531.9894,1997873.245,-77.94192049,18.04708122
CTI C.5 10.5,188559.8712,1997818.882,-77.94164923,18.04659451
CTI C 11,188572.8434,1997848.257,-77.94153123,18.04686153
CTI B 9.5,188525.2933,1997891.472,-77.94198641,18.04724479
CTI A 9.5,188524.8485,1997937.829,-77.94199758,18.04766317
CTI Z.5 10,188512.4173,1997973.838,-77.94212029,18.04798642
CTI Z 11,188557.7742,1997997.344,-77.94169582,18.04820512
CTI Z 9,188481.0233,1997975.012,-77.94241671,18.04799251
CTI Z.5 8,188435.8397,1997959.434,-77.94284073,18.0478454
LIIR E 8.7,188515.1072,1997735.397,-77.94205908,18.04583449
LIIR E 11,188622.4807,1997731.576,-77.94104532,18.04581543
LIIR E.5 10.5,188589.6222,1997722.797,-77.94135406,18.04573147
LIIR F 10.5,188595.2851,1997694.104,-77.94129631,18.04547328
LIIR F 11.2,188611.9092,1997690.656,-77.94113893,18.04544454
LIIR F 11,188629.2242,1997697.315,-77.94097654,18.04550714
LIIR E.5 11.3,188639.7303,1997712.331,-77.94087966,18.04564419
LIIR E.5 11.8,188621.7497,1997757.991,-77.94105618,18.04605376
LIIR E.5 11.5,188640.2351,1997729.41,-77.94087746,18.04579843
LIIR F 11.5,188657.3942,1997695.312,-77.94071043,18.0454931
LIIR G 11,188641.267,1997665.321,-77.9408581,18.04522008
LIIR G 10.5,188613.1712,1997641.003,-77.94111956,18.04499653
LIIR G 10.3,188597.2279,1997637.316,-77.94126945,18.04496095
LIIR G.3 10,188585.4223,1997618.6,-77.94137804,18.04479031
LIIR G.5 10,188583.6981,1997611.717,-77.94139328,18.04472793
LIIR G.3 9.7,188569.9319,1997611.838,-77.94152319,18.04472706
LIIR F 9.3,188552.2717,1997684.77,-77.94170079,18.04538285
LIIR G 10.5,NA,NA,-77.941129,18.04496831
LIIR F 11.5,NA,NA,-77.94073553,18.04549908
LII L.5 10,NA,NA,-77.94021319,18.04352477
LII K.5 10,NA,NA,-77.94018987,18.04310752
LII J.5 11,NA,NA,-77.93961058,18.04270722
LII J.5 9,NA,NA,-77.94061196,18.04262541
MII D.5 6,NA,NA,-77.94192684,18.03988588
LI D 2.5,NA,NA,-77.93663486,18.03607904
LI C.5 2,NA,NA,-77.93655413,18.03641242
LI C 2.5,NA,NA,-77.93617631,18.03628324
LI B.5 3,NA,NA,-77.93588497,18.03625377
LI C 3.5,NA,NA,-77.93601987,18.03587094
LI B.5 8,NA,NA,-77.93457918,18.03426442
LI C.5 8,NA,NA,-77.93502244,18.03409306
LI D 7.5,NA,NA,-77.93529374,18.03418648
LI D 6.5,NA,NA,-77.93563268,18.03452139
LI C.5 6,NA,NA,-77.93558609,18.03483505
LI C.5 7,NA,NA,-77.93525069,18.03441219
LI D 3.5,NA,NA,-77.93649311,18.03560065
AR.601(3),NA,NA,-77.93060821,18.03933028
LIX C.5 8.5,NA,NA,-77.93644192,18.0388372
LIX D 8.5,NA,NA,-77.93643268,18.038691
CTI A.5 7,NA,NA,-77.94299592,18.04735504
CTI Z 7.5,NA,NA,-77.94325179,18.04786799
CTI Z 7,NA,NA,-77.94329294,18.04773554
CTI Z 6,NA,NA,-77.94336224,18.047565
CTI C 6.5,NA,NA,-77.94338603,18.04667826
CTI D 6.5,NA,NA,-77.9432889,18.04621247
CTI D.5 7,NA,NA,-77.94310674,18.04608939
CTI D.5 7.5,NA,NA,-77.94326814,18.04604526
CTI B 6.5,188371.0051,1997879.859,-77.94344056,18.04711778
CTI A.5 7.5,188419.8587,1997909.869,-77.94298408,18.04739569
LIIR F 8,188485.8836,1997680.801,-77.94232664,18.04533748
LIIR F 8.5,188510.6338,1997683.837,-77.94209355,18.04536844
LIIR F.5 8,188485.9224,1997656.927,-77.94232269,18.04512198
LIIR G 8,188487.1771,1997630.065,-77.94230681,18.04487968
LIIR G 9,188539.8514,1997633.608,-77.9418103,18.04491924
LIIR H 8.5,188520.6931,1997603.11,-77.9419865,18.04464119
LIIR LCL 1,188519.5507,1997533.102,-77.94198677,18.04400909
LIIR LCL 2,188535.0372,1997507.245,-77.94183675,18.04377792
LIIR LCL 3,188548.0303,1997485.157,-77.94171083,18.04358041
LII L 7,188556.4544,1997453.703,-77.94162662,18.04329769
IRI M 11,188752.538,1997507.573,-77.93978446,18.04381212
MII G 6.5,188549.5868,1997194.591,-77.94165251,18.04095779
MII E.5 6.5,188547.6508,1997123.416,-77.94166009,18.04031505
MM A.5 3,188399.6067,1997306.735,-77.94308455,18.04194853
MM A.5 2,188395.574,1997355.934,-77.94312999,18.04239205
MM A 1.5,188427.4624,1997382.035,-77.94283302,18.04263224
RDV A 2,188430.9972,1996834.453,-77.94271741,18.03768993
RDV A.5 2,188456.4014,1996832.395,-77.94247739,18.037675
RDV C 2.5,188533.8177,1996808.224,-77.94174329,18.03746794
RDV C 1.5,188532.0097,1996855.421,-77.94176743,18.03789371
RDV Y 2.5,188505.4859,1996867.61,-77.94201953,18.03799993
RDV C 3,188534.6561,1996785.717,-77.941732,18.0372649
MI C.5 3,189066.633,1996808.892,-77.9367159,18.03755043
MI E.5 3.5,189048.2437,1996910.55,-77.93690465,18.03846543
LI C.5 9,189277.8227,1996384.58,-77.93465962,18.03375058
LI B.5 9,189317.0702,1996404.339,-77.93429226,18.03393456
LI B.5 7,189254.7917,1996486.176,-77.93489214,18.03466435
LI A.5 3,189188.6836,1996691.075,-77.93554661,18.03650444
LIIR G 11.5,,,-77.94140463,18.04498758
LIIR AC.587 (15),,,-77.94157522,18.04433434
LIIR AC.587 (9),,,-77.94117209,18.04450925
MR 2,,,-77.94429212,18.04241177
MR 3,,,-77.94429508,18.04278154
MR 1,,,-77.94400362,18.04214598
MM C 5.5,,,-77.94361792,18.04083392
MM C.5 6.5,,,-77.94360092,18.04039147
MM C 7,,,-77.94359718,18.04014073
MM B.5 2.5,,,-77.94352746,18.04215979
LII K.5 11,,,-77.93976829,18.04315317
LII J.5 11,,,-77.93966467,18.04273053
LII I 10.5,,,-77.93984771,18.04206303
LII K.5 10,,,-77.94022884,18.04308424
MI G 1,,,-77.9382805,18.03862939
MI G 1.5,,,-77.93807617,18.03872837
LI A 2.5,,,-77.93540179,18.03669559
LI A.5 3,,,-77.93554801,18.0365081
LI B.5 3,,,-77.93588453,18.03626436
LI C 2.5,,,-77.93620621,18.03630337
LI C 3.5,,,-77.93602255,18.03591138
LI C.5 6,,,-77.93558082,18.03481846
LI C.5 7,,,-77.93523907,18.03442883
LI D 7.5,,,-77.93531849,18.03416214
LI C.5 9,,,-77.93467051,18.03373795
LI D 9.5,,,-77.93467841,18.03356625
LI D 6.5,,,-77.93563643,18.03451652
LIIR A 18,,,-77.9442269,18.04582133
LIIR A 17,,,-77.94382536,18.04572153
LIIR A 16,,,-77.94348066,18.04565966
LIIR A 15,,,-77.94309106,18.0453465
LIIR A.5 2,,,-77.94312345,18.04241228
MM A.5 3,,,-77.94307995,18.04194381
RR 1,,,-77.9355861,18.03765107
RR 2,,,-77.93566113,18.03783431
RR 3,,,-77.93583249,18.03780231
BVD 7,,,-77.93852073,18.04045817
BVD 8,,,-77.93860725,18.04027165
BVD 6,,,-77.93913349,18.03992827
NFT 7,,,-77.93915499,18.03965947
NFT 4,,,-77.93910018,18.03946663
NFT 5,,,-77.93901024,18.03923455
NFT 6,,,-77.93877256,18.03896998
BVD 4,,,-77.93834909,18.04157346
BVD 3,,,-77.93845532,18.04132981
BVD 5,,,-77.93821459,18.04183971
NB 3,,,-77.94141,18.04448
NB 8,,,-77.94116,18.04451
HDP 3,,,-77.94061,18.04421
HDP 1,,,-77.94074,18.044
HDP 2,,,-77.94061,18.04389
NB 2,,,-77.9425,18.04414
BT 1,,,-77.94244,18.04209
NB 11,,,-77.944,18.04189
NB 12,,,-77.94403,18.0415
R 1,,,-77.944,18.04095
R 2,,,-77.94406,18.04071
R 3,,,-77.94403,18.04033
R 4,,,-77.94402,18.03982
R 5,,,-77.94405,18.03941
R 6,,,-77.94395,18.03934
NLB 17,,,-77.93529,18.0332
NLB 16,,,-77.93506,18.03313
NLB 15,,,-77.93497,18.03299
NLB 7,,,-77.9348,18.03337
NLB 3,,,-77.93468,18.03355
NLB 14,,,-77.93429,18.04069
NLB 5,,,-77.93441,18.0405
NLB 6,,,-77.93447,18.0402
NLB 1,,,-77.93632,18.03978
NLB 2,,,-77.93523,18.03493
ML 1,,,-77.93415,18.03351
BWT 0,,,-77.93088,18.0405
NLB 0,,,-77.93253,18.04087
NLB 18,,,-77.93206,18.04195
NLB 12,,,-77.93285,18.04189
NLB 13,,,-77.93304,18.04183
NLB 11,,,-77.93298,18.04207
NLB 4,,,-77.93179,18.04151
NLB 19,,,-77.93489,18.0329
NLB 9,,,-77.93857,18.04014
NLB 10,,,-77.93867,18.04025
DT 1,,,-77.94223,18.04165
NB 6,,,-77.94209,18.04109
NB 7,,,-77.9437,18.04111
NB 4,,,-77.94292,18.04355
HT 1,,,-77.93928,18.04717
HT 2,,,-77.93961,18.04719
HT 3,,,-77.93984,18.04737
LIIR I 4,,,-77.93994,18.04593
LIIR I 3,,,-77.93986,18.04561
LIIR I 2,,,-77.93965,18.04567
HB 1,,,-77.9432,18.04724
TH 1,,,-77.93645,18.03939
LIA F.5 2,,,-77.93246,18.04126
NLB 20,,,-77.93478,18.03277
LCL 4,,,-77.94183,18.04419
LCL 5,,,-77.94176,18.0444
NH 1,,,-77.94456,18.04571
LIA F 4.5,,,-77.93179,18.04064
NLB 23,,,-77.93523,18.0328
NLB 22,,,-77.93507,18.03282
NLB 21,,,-77.93498,18.03255
LI B.5 8,,,-77.93457,18.03428
NLB 24,,,-77.93463,18.03336
NLB 25,,,-77.93549,18.03732
RG 1,,,-77.93532,18.0369
NLB 28,,,-77.93566,18.03344
NLB 27,,,-77.9356,18.03313
NLB 26,,,-77.93562,18.03293
NLB 29,,,-77.93597,18.03691
NLB 30,,,-77.93191,18.04212
NLB 33,,,-77.93442,18.03233
NLB 32,,,-77.93456,18.03233
NLB 31,,,-77.93465,18.03206
NLB 34,,,-77.93525,18.03351
NLB 35,,,-77.93575,18.03295
NLB 37,,,-77.93655,18.03411
NLB 38,,,-77.93673,18.03387
MII F.5 7.5,,,-77.94113,18.04085
AMC 1,,,-77.94109,18.04352
CP 1,,,-77.94042,18.04786
CP 2,,,-77.94042,18.04801
CP 3,,,-77.94062,18.04811
L7T 1,,,-77.9417,18.04347
TM 1,,,-77.94089,18.04582
CP 4,,,-77.94092,18.0482
WHB 1,,,-77.9387,18.04082
LR 1,,,-77.93948,18.04464
LR 2,,,-77.93945,18.04491
LR 3,,,-77.93948,18.04513
LR 4,,,-77.93951,18.04544
WHB 6,,,-77.94176,18.04136
PWG 1,,,-77.94173,18.04116
CP 5,,,-77.9405,18.04759
CP 6,,,-77.94025,18.04742
CP 7,,,,
PWG 2,,,-77.94166,18.04127
AMC 106,,,-77.94261,18.04219
CP 8,,,-77.94028,18.04701
CP PATH,,,-77.94005,18.04673
WHB 141,,,-77.94088,18.04356
WHB 143,,,-77.94116,18.04365
YZ 1,,,-77.94337,18.0402
WHB 23,,,-77.94111,18.04793