ts,tagID,fix,bearing,longitude,latitude,plotlocation
4/6/15 9:08,60,30,NA,-77.9423,18.03995,MII
4/6/15 9:25,34,37,NA,-77.9428,18.0407,MII
4/6/15 10:05,34,38,NA,-77.9426,18.0407,MII
4/6/15 10:20,60,31,NA,-77.9423,18.03985,MII
4/7/16 7:08,42,20,NA,-77.9366,18.03778,MI
4/7/16 7:29,51,3,NA,-77.93698833,18.038165,MI E 3
4/7/16 8:03,33,2,NA,-77.935,18.03622,LI
4/7/16 8:40,51,4,NA,-77.9372,18.03826,MI
4/7/16 8:54,42,21,NA,-77.9365,18.03771,MI
4/7/16 10:48,34,39,NA,-77.9426,18.04075,MM
4/7/16 11:00,60,32,NA,-77.9422,18.04035,MII
4/7/16 11:30,45,43,NA,-77.9431,18.04293,MM
4/7/16 11:40,34,40,NA,-77.9429,18.04082,MM
4/7/16 11:48,60,33,NA,-77.9422,18.04019,MII
4/7/16 12:06,45,44,NA,-77.9431,18.04296,MM
4/7/16 12:20,34,41,NA,-77.9428,18.04077,MM
4/7/16 12:25,60,34,NA,-77.9423,18.04014,MII
4/8/16 9:48,60,35,NA,-77.9415,18.04166,MII
4/8/16 10:35,45,44,NA,-77.9432,18.04304,MM
4/9/16 6:40,45,45,NA,-77.9431,18.0428,MM
4/9/16 9:33,36,9,NA,-77.9406,18.0428,LII
4/9/16 9:39,34,44,NA,-77.9422,18.0429,LII
4/10/16 6:45,60,38,NA,-77.941,18.04218,LII
4/10/16 6:50,36,1039,NA,-77.9404,18.04243,LII
4/10/16 7:35,60,40,NA,-77.9413,18.04233,LII
4/10/16 7:58,60,41,NA,-77.9412,18.04236,LII
4/10/16 10:13,60,42,NA,-77.9412,18.04236,LII
4/10/16 11:50,60,43,NA,-77.9413,18.0424,LII
4/12/16 6:27,33,3,NA,-77.935,18.03646,LI
4/12/16 6:45,42,22,NA,-77.9366,18.0379,MI
4/12/16 7:45,42,23,NA,-77.9365,18.03782,MI
4/12/16 10:27,60,44,NA,-77.9423,18.04,LII
4/13/16 6:43,42,24,NA,-77.9365,18.038,MI
4/13/16 6:50,33,4,NA,-77.9352,18.03638,LI
4/13/16 7:39,42,25,NA,-77.9365,18.03794,MI
4/13/16 10:35,60,45,NA,-77.94230118,18.03988773,MII D.5 5
4/13/16 11:57,60,46,NA,-77.9422,18.04003,MII
4/19/16 7:53,42,26,NA,-77.9365,18.03794,MI
4/19/16 9:15,34,48,NA,-77.9424,18.04742,CTI
4/22/16 7:40,33,5,NA,-77.9351,18.03631,LI
4/22/16 9:25,65,2,NA,-77.9414,18.04394,LIIR
4/22/16 10:42,57,2,NA,-77.9411,18.04098,MII
4/27/16 7:16,42,30,NA,-77.9365,18.0376,MI
4/27/16 9:00,61,7,NA,-77.9418,18.04133,MII
4/27/16 9:46,62,8,NA,-77.9408,18.04152,LII
1/29/18 9:59,368,1,NA,-77.94186,18.04158,AMC 8
1/29/18 10:15,373,1,NA,-77.9417,18.04188,AMC 9
1/29/18 11:22,13,1,NA,-77.94316,18.04137,AMC 10
1/30/18 9:22,12,2,NA,-77.94051,18.04252,AMC 15
1/30/18 10:48,13,2,NA,-77.94315,18.04123,AMC 16
1/31/18 7:05,12,1,NA,-77.94052,18.04237,AMC 17
1/31/18 8:35,13,2,NA,-77.94144,18.04321,AMC 18
1/31/18 9:35,305,2,NA,-77.94137,18.04589,AMC 19
2/1/18 8:22,12,1,NA,-77.94057,18.04238,WHB 1
2/1/18 10:18,10,1,NA,-77.93874,18.04097,WHB 3
2/1/18 10:48,368,1,NA,-77.94012,18.04395,WHB 4
2/2/18 7:15,12,1,NA,-77.94064,18.0424,AMC 20
2/2/18 11:19,10,2,NA,-77.93867,18.04073,WHB 9
2/2/18 12:02,305,2,NA,-77.94105,18.04576,WHB 10
2/2/18 13:09,31,2,NA,-77.94193909,18.04093782,MII G 6
2/2/18 10:14,13,3,NA,-77.94332,18.04129,WHB 7
2/2/18 10:35,12,2,NA,-77.94057951,18.04244543,LII J 9
2/2/18 10:57,368,2,NA,-77.94001,18.0439,WHB 8
2/3/18 9:51,13,2,NA,-77.94321,18.04135,AMC 28
2/3/18 11:57,368,2,NA,-77.93965,18.04549,AMC 30
2/3/18 12:49,31,2,NA,-77.9417,18.04116,AMC 31
2/4/18 9:11,368,1,NA,-77.93958,18.0454,AMC 34
2/4/18 7:21,8,101,NA,-77.94053,18.04816,WHB 16
2/4/18 7:51,368,102,NA,-77.93951,18.04544,LR 4
2/4/18 9:34,12,103,271,-77.94034819,18.04244643,LII J 9.5
2/6/18 8:05,8,2,NA,-77.94043,18.04814,AMC 36
2/6/18 9:20,31,1,NA,-77.94185,18.04137,AMC 38
2/6/18 9:41,27,2,NA,-77.94137,18.04334,AMC 39
2/6/18 10:17,368,2,NA,-77.93953,18.04564,AMC 40
2/6/18 11:04,13,3,NA,-77.94207,18.04151,AMC 42
2/6/18 11:09,31,2,NA,-77.94201,18.04122,AMC 43
2/6/18 11:27,12,2,NA,-77.94062,18.0427,AMC 44
2/6/18 11:53,305,2,NA,-77.94104,18.04567,AMC 46
2/6/18 13:18,13,4,NA,-77.94323,18.04124,AMC 47
2/6/18 7:36,368,101,237,-77.93951,18.04544,LR 4
2/6/18 11:32,368,102,312,-77.93951,18.04544,LR 4
2/6/18 13:11,12,102,NA,-77.94054,18.04236,WHB 25
2/7/18 6:41,27,1,NA,-77.94116,18.04328,AMC 48
2/7/18 8:32,31,1,NA,-77.94183,18.04132,AMC 49
2/7/18 8:46,12,2,NA,-77.94053,18.0423,AMC 50
2/7/18 8:58,13,1,NA,-77.94164,18.04377,AMC 51
2/7/18 9:56,368,NA,NA,-77.93961,18.04552,AMC 53
2/7/18 11:30,31,3,NA,-77.94196,18.04121,AMC 54
2/7/18 12:10,12,4,NA,-77.9405,18.0425,AMC 55
2/7/18 12:34,31,4,NA,-77.94193909,18.04093782,MII G 6
2/7/18 12:46,13,4,NA,-77.94324,18.04134,AMC 56
2/7/18 7:53,8,102,NA,-77.9406,18.04785,WHB 29
2/7/18 10:03,13,106,NA,-77.94322,18.04132,MM B 4
2/7/18 10:53,8,104,NA,-77.94188,18.04761,WHB 38
2/7/18 13:10,10,103,NA,-77.94193,18.04169,WHB 41
2/8/18 7:15,27,1,NA,-77.94131,18.04336,AMC 57
2/8/18 7:47,8,1,NA,-77.94021,18.04797,AMC 58
2/8/18 8:05,31,1,NA,-77.94175,18.4115,AMC 59
2/8/18 8:17,12,2,NA,-77.94055,18.04232,AMC 60
2/8/18 9:31,31,3,NA,-77.94176,18.04136,WHB 6
2/8/18 10:39,31,4,NA,-77.94194,18.04119,AMC 67
2/8/18 10:50,12,4,NA,-77.94057951,18.04244543,LII J 9
2/8/18 12:28,13,1,NA,-77.94183,18.04112,AMC 71
2/8/18 12:52,31,5,NA,-77.94215,18.04467,AMC 72
2/8/18 12:58,13,2,NA,-77.94225918,18.0413931,LII H 5.5
2/8/18 8:13,10,102,193,-77.9387,18.04082,WHB 1
2/8/18 9:19,27,101,NA,-77.94126,18.04351,WHB 44
2/8/18 9:37,13,105,NA,-77.941,18.04367,WHB 47
2/8/18 9:47,27,103,NA,-77.94135,18.04357,WHB 49
2/8/18 9:57,13,106,NA,-77.94086,18.04362,WHB 50
2/8/18 10:44,13,108,NA,-77.94306,18.0412,WHB 51
2/8/18 10:54,31,101,NA,-77.94187,18.04102,WHB 52
2/8/18 11:39,305,102,NA,-77.94147,18.04575,WHB 54
2/8/18 12:52,31,6,NA,-77.94215,18.04467,AMC 72
2/8/18 12:58,13,2,NA,-77.94225918,18.0413931,LII H 5.5
2/9/18 7:47,31,1,NA,-77.94173,18.04116,PWG 1
2/9/18 9:16,305,2,NA,-77.94156,18.04578,AMC 74
2/9/18 9:32,8,2,NA,-77.94036,18.04723,AMC 75
2/9/18 9:43,305,3,NA,-77.94135,18.04543,AMC 76
2/9/18 10:40,12,2,NA,-77.94067,18.04242,AMC 80
2/9/18 11:13,13,3,NA,-77.94084,18.04359,AMC 83
2/9/18 11:40,31,3,NA,-77.94181,18.04116,AMC 84
2/9/18 12:02,13,4,NA,-77.94084,18.04359,AMC 83
2/9/18 12:21,31,5,NA,-77.94188,18.04126,AMC 85
2/9/18 12:33,13,5,NA,-77.94099,18.04357,AMC 86
2/9/18 9:32,13,102,NA,-77.9408,18.04362,WHB 66
2/9/18 9:56,31,104,NA,-77.94173,18.04119,WHB 68
2/9/18 11:20,305,103,NA,-77.94139,18.04546,WHB 72
2/9/18 11:40,8,104,NA,-77.94047,18.04764,WHB 74
2/10/18 6:49,305,1,NA,-77.94267,18.04467,AMC 87
2/10/18 8:13,8,3,NA,-77.94025,18.04751,AMC 90
2/10/18 8:46,27,1,NA,-77.94135,18.04331,AMC 91
2/10/18 9:11,12,2,NA,-77.9404,18.04239,AMC 92
2/10/18 9:18,13,2,NA,-77.94089,18.04325,AMC 93
2/10/18 9:32,12,3,NA,-77.9406,18.04231,AMC 94
2/10/18 9:40,13,3,NA,-77.94093037,18.04328842,LII L 8.5
2/10/18 12:06,305,5,NA,-77.94075,18.0459,AMC 95
2/10/18 12:20,8,4,NA,-77.94053,18.0476,AMC 96
2/10/18 12:48,27,3,NA,-77.84127,18.04344,AMC 97
2/11/18 7:30,305,1,NA,-77.94089,18.04582,TM 1
2/11/18 9:18,13,2,NA,-77.94178,18.04115,AMC 98
2/11/18 10:40,31,3,NA,-77.94182,18.04113,WHB 88
2/11/18 8:20,12,102,NA,-77.94057951,18.04244543,LII J 9
2/11/18 9:00,13,101,NA,-77.94079,18.04347,WHB 81
2/11/18 9:15,27,103,NA,-77.94113,18.04329,WHB 82
2/11/18 9:30,305,102,NA,-77.94136,18.04579,WHB 83
2/11/18 10:36,31,101,NA,-77.94182,18.04113,WHB 88
2/13/18 6:48,12,2,NA,-77.94044,18.04241,AMC 99
2/13/18 8:35,27,2,NA,-77.94144,18.04342,AMC 101
2/13/18 10:00,27,3,NA,NA,NA,WHB 90
2/13/18 12:04,305,3,NA,-77.94173,18.04589,AMC 103
2/13/18 12:28,8,3,NA,-77.94073,18.04716,AMC 104
2/13/18 11:43,366,1,NA,-77.94286373,18.04263379,MM A 1.5
2/13/18 13:09,185,4,NA,-77.9416,18.04126,AMC 105
2/14/18 7:51,8,1,NA,-77.94045,18.04764,AMC 107
2/14/18 8:43,366,3,NA,-77.94256,18.04268,AMC 108
2/14/18 9:09,27,2,NA,-77.94141,18.04333,AMC 109
2/14/18 10:09,12,3,NA,-77.94066,18.04243,AMC 110
2/14/18 12:31,31,4,NA,-77.94191,18.04098,AMC 111
2/15/18 6:57,366,1,NA,-77.94253,18.04281,AMC 115
2/15/18 7:55,8,1,NA,-77.94054,18.04764,AMC 117
2/15/18 8:37,12,2,NA,-77.94054,18.04234,AMC 118
2/13/18 10:55,13,101,NA,-77.94167,18.04313,WHB 92
2/13/18 13:40,366,102,NA,-77.94336,18.04055,WHB 94
2/14/18 11:10,40,101,NA,-77.94252,18.04257,WHB 97
2/14/18 12:50,27,101,NA,-77.94118,18.04352,AMC 113
2/16/18 6:46,12,1,NA,-77.94044,18.04237,AMC 119
2/16/18 7:10,40,1,NA,-77.94268,18.04237,AMC 120
2/16/18 7:35,13,2,NA,-77.94101,18.04354,AMC 121
2/16/18 8:14,8,1,NA,-77.94027,18.04809,AMC 122
2/16/18 10:05,13,3,NA,-77.94111,18.04368,AMC 123
2/16/18 10:13,27,3,NA,-77.94143,18.04324,AMC 126
2/16/18 9:29,5,101,NA,-77.94229,18.04239,WHB 99
2/16/18 9:00,40,101,NA,-77.94266,18.04244,WHB 98
2/16/18 10:54,305,101,NA,-77.94135,18.0455,WHB 100
2/16/18 11:11,8,101,NA,-77.94025,18.04778,WHB 101
2/17/18 6:55,5,1,NA,-77.94225,18.04244,AMC 128
2/17/18 7:03,366,1,NA,-77.94258,18.0426,AMC 127
2/17/18 8:00,8,1,NA,-77.94042,18.04786,CP 1
2/17/18 9:13,12,2,NA,-77.94097,18.03981,AMC 131
2/17/18 10:15,8,3,NA,-77.94041,18.04797,AMC 132
2/20/18 9:10,8,2,NA,-77.94016,18.04668,AMC 139
2/20/18 9:46,31,1,NA,-77.94189,18.04103,AMC 140
2/20/18 10:00,12,1,NA,-77.94120129,18.03993444,MII D.5 7.5
2/20/18 10:42,27,3,NA,-77.94126,18.04352,AMC 142
2/17/18 9:51,366,102,NA,-77.94255,18.04251,WHB 102
2/20/18 8:05,12,101,NA,-77.94124,18.03988,WHB 109
2/20/18 8:41,40,102,NA,NA,NA,NA
2/20/18 10:17,305,103,NA,-77.94284,18.04212,WHB 110
2/21/18 7:39,8,1,NA,-77.94019,18.04716,CP 7
2/21/18 9:22,5,1,NA,-77.94217,18.04256,AMC 143
2/21/18 9:39,40,1,NA,-77.9427,18.04246,AMC 144
2/21/18 9:59,305,1,NA,-77.94238,18.04211,AMC 145
2/21/18 10:48,12,2,NA,-77.94057,18.04062,AMC 146
2/21/18 11:19,8,2,NA,-77.93999,18.04662,AMC 147
2/21/18 11:42,13,3,NA,-77.94208,18.0415,AMC 148
2/21/18 7:17,366,101,NA,-77.94253,18.04233,WHB 113
2/21/18 7:34,305,101,NA,-77.94285,18.04215,WHB 112
2/21/18 11:18,305,102,NA,-77.9426,18.04227,WHB 116
2/22/18 8:50,305,1,NA,-77.9426,18.04336,AMC 152
2/22/18 9:02,5,1,NA,-77.9423,18.04243,AMC 153
2/22/18 7:30,31,101,NA,-77.9418,18.04158,WHB 117
2/22/18 8:35,31,103,NA,-77.9417,18.04098,WHB 118
2/22/18 10:30,305,102,NA,NA,NA,LII K.9 5
2/23/18 9:01,305,2,NA,-77.94283,18.04211,AMC 160
2/23/18 9:44,366,3,NA,-77.94338,18.04097,AMC 159
2/23/18 10:51,13,3,NA,-77.94315,18.04127,AMC 161
2/25/18 7:09,5,101,NA,-77.94231,18.04238,WHB 125
2/25/18 8:05,305,101,NA,-77.94286,18.04232,WHB 126
2/25/18 9:38,27,102,NA,-77.94127,18.04349,WHB 129
2/25/18 10:30,13,101,NA,-77.9432,18.04128,WHB 131
2/25/18 12:13,29,103,NA,-77.94289,18.04207,WHB 136
2/25/18 12:17,305,103,NA,-77.94292,18.04229,WHB 133
2/25/18 13:05,5,104,NA,-77.94265,18.0422,WHB 134
2/25/18 13:14,29,104,NA,-77.94286,18.04217,WHB 135
2/25/18 13:20,305,104,NA,-77.94305,18.04226,WHB 137
2/27/18 8:34,13,103,NA,-77.94092,18.0437,WHB 142
2/27/18 8:55,13,105,NA,-77.94112,18.04369,WHB 144
2/27/18 9:35,27,101,NA,-77.94117,18.04328,WHB 147
2/28/18 6:53,29,101,NA,-77.94296,18.0421,WHB 158
2/28/18 7:22,31,101,NA,-77.94189,18.04102,WHB 159
2/28/18 7:43,13,101,NA,-77.94089,18.04362,WHB 161
2/28/18 8:31,5,102,NA,NA,NA,LII J.1 5.1
2/28/18 8:33,29,102,NA,-77.94308,18.04209,WHB 163
2/28/18 9:11,366,102,NA,-77.94335452,18.04064484,MM B.5 6
2/28/18 10:04,29,103,NA,-77.94286,18.04208,WHB 165
2/28/18 11:02,27,104,NA,-77.94118,18.04353,WHB 166
2/28/18 11:10,27,105,NA,-77.94118,18.04328,WHB 167
2/28/18 11:24,27,106,NA,-77.94114,18.04312,WHB 168
2/28/18 11:53,27,108,NA,-77.94118,18.04353,WHB 166
2/28/18 12:08,27,109,NA,-77.94118,18.04353,WHB 166
2/28/18 12:19,27,110,NA,-77.94114,18.04312,WHB 168
2/28/18 12:48,27,113,NA,-77.94118,18.04353,WHB 166
3/1/18 9:22,366,104,NA,-77.94344,18.04107,WHB 170
3/1/18 9:32,366,105,NA,-77.94336052,18.04084787,MM B.5 5.5
3/1/18 10:17,366,108,NA,-77.94328,18.04056,WHB 171
3/1/18 10:37,366,109,NA,NA,NA,MM B.5 6.4
3/1/18 11:17,29,101,NA,-77.94283,18.04213,WHB 172
3/1/18 11:56,29,102,NA,-77.94278,18.0422,WHB 173
3/1/18 12:09,40,102,NA,-77.94251,18.04253,WHB 175
3/1/18 12:28,27,103,NA,-77.94124,18.04326,WHB 176
3/1/18 13:15,29,103,NA,-77.9426,18.0423,WHB 178
3/2/18 10:52,40,101,NA,-77.94281835,18.04239557,MM A 2
3/2/18 11:00,29,101,NA,-77.94267,18.04209,WHB 180
3/2/18 11:13,29,102,NA,-77.94298,18.04226,WHB 179
3/3/18 12:12,29,101,NA,-77.94302,18.04206,WHB 181
3/3/18 12:24,29,102,NA,-77.94295,18.04223,WHB 182
3/4/18 9:00,29,101,NA,-77.94289197,18.04216598,MM A 2.5
3/4/18 9:22,40,101,NA,-77.94281835,18.04239557,MM A 2
3/6/18 8:04,29,102,NA,-77.94302,18.04206,WHB 187
3/6/18 8:41,40,103,NA,-77.94266,18.04227,WHB 188
3/6/18 8:53,29,103,NA,-77.94302,18.04206,WHB 189
3/6/18 9:51,29,104,NA,-77.94289,18.04196,WHB 190
3/7/18 7:26,29,101,NA,-77.94289,18.04194,WHB 192
3/7/18 8:46,29,102,NA,-77.94308,18.04218,WHB 193
3/7/18 9:24,40,102,NA,-77.94271,18.04253,WHB 194
3/7/18 9:35,40,103,NA,-77.94276,18.04242,WHB 195
3/7/18 9:54,29,103,NA,-77.94296,18.04213,WHB 196
3/7/18 11:08,29,104,NA,-77.94271,18.04217,WHB 197
3/8/18 9:41,29,103,NA,-77.94292,18.04203,WHB 201
3/8/18 11:04,40,103,NA,-77.94250921,18.04251865,LII J.5 5
3/8/18 11:56,29,104,NA,NA,NA,MM A 2.9
3/8/18 12:38,29,105,NA,-77.94295,18.04215,L2 ENT
3/9/18 7:56,29,102,NA,-77.94293,18.04213,WHB 204
3/9/18 9:16,29,103,NA,-77.94306,18.04213,WHB 205
3/9/18 9:41,40,103,NA,-77.94264,18.04245,WHB 206
3/9/18 10:46,29,104,NA,-77.94285,18.04211,WHB 207
3/9/18 10:55,40,104,NA,-77.9427,18.04236,WHB 208
3/9/18 11:10,40,105,NA,-77.94253,18.0425,WHB 209
3/9/18 12:11,29,105,NA,-77.94279,18.04219,WHB 210
3/9/18 12:18,29,106,NA,-77.94279,18.04219,WHB 210
3/10/18 9:04,29,102,NA,-77.94278,18.04213,WHB 212
3/10/18 11:30,29,103,NA,-77.9429,18.04185,WHB 213
3/11/18 6:32,29,101,NA,-77.94287,18.04215,WHB 214
3/11/18 7:31,29,102,NA,-77.94298,18.04214,WHB 215
3/11/18 8:51,40,103,NA,-77.94281835,18.04239557,MM A 2
3/11/18 9:06,29,103,NA,-77.94289197,18.04216598,MM A 2.5
3/11/18 10:12,29,104,NA,-77.94279,18.04211,WHB 216
3/11/18 11:16,29,105,NA,-77.94289197,18.04216598,MM A 2.5
3/11/18 11:52,40,106,NA,-77.9427,18.04255,WHB 217
3/12/18 8:49,40,103,NA,-77.94258,18.0425,WHB 220
3/12/18 8:53,29,103,NA,-77.94283,18.04217,WHB 221
3/12/18 9:50,40,105,NA,-77.94275,18.04237,WHB 223
3/12/18 9:52,29,104,NA,-77.94305,18.04209,WHB 222
3/15/18 8:32,29,102,NA,-77.94305,18.04209,WHB 224
3/15/18 9:45,29,103,NA,-77.94286,18.04202,WHB 225
3/15/18 9:56,40,103,NA,-77.9427,18.04248,WHB 226
3/15/18 11:07,29,104,NA,-77.94284,18.04228,WHB 227
3/15/18 11:33,40,104,NA,-77.94267,18.04243,WHB 228
3/15/18 12:04,29,105,NA,-77.94292,18.04217,WHB 229
3/15/18 12:31,29,106,NA,-77.94289,18.04215,WHB 230
3/15/18 13:13,29,107,NA,-77.94284,18.04224,WHB 231
3/16/18 7:48,29,102,NA,-77.94283,18.0421,WHB 233
3/16/18 8:57,29,103,NA,-77.94289197,18.04216598,MM A 2.5
3/16/18 9:00,40,103,NA,-77.94273,18.04242,WHB 234
3/16/18 10:14,29,104,NA,-77.94281,18.04193,WHB 235
3/16/18 10:21,40,104,NA,-77.94256,18.04242,WHB 236
3/16/18 11:05,40,105,NA,-77.94251,18.04248,WHB 237
3/17/18 7:00,29,102,NA,-77.94307,18.0421,WHB 241
3/17/18 8:14,40,102,NA,-77.94247,18.04289,WHB 242
3/17/18 9:03,29,104,NA,-77.94296,18.04214,WHB 243
3/17/18 10:47,29,106,NA,-77.94286,18.04204,WHB 246
3/17/18 10:51,40,105,NA,-77.9427,18.0425,WHB 247
3/17/18 11:27,29,107,NA,-77.94283,18.0422,WHB 248
3/17/18 11:32,40,106,NA,-77.94266,18.04255,WHB 249
3/18/18 7:01,29,101,NA,-77.94299,18.04216,WHB 250
3/18/18 8:27,29,102,NA,-77.94303,18.04215,WHB 251
3/18/18 9:31,29,104,NA,-77.94301,18.04202,WHB 253
3/18/18 10:51,29,105,NA,-77.94301,18.04206,WHB 254
3/24/18 7:58,29,101,NA,-77.94301,18.0421,WHB 256
3/24/18 10:26,29,103,NA,-77.94276,18.04203,WHB 257